CÓD. DEP.,DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUPO DE CULTIVO,CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,CÓDIGO CULTIVO,NOMBRE CIENTIFICO,PERIODO,Área Sembrada(ha),Área Cosechada(ha),Producción(t),Rendimiento(t/ha),ESTADO FISICO PRODUCCION
15,BOYACA,15516,PAIPA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,8,8,6,0.8,GRANO SECO
15,BOYACA,15401,LA VICTORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,7,9,9,1,GRANO SECO
15,BOYACA,15511,PACHAVITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,5,20,16,0.8,GRANO SECO
15,BOYACA,15362,IZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,4,4,4,1,GRANO SECO
15,BOYACA,15660,SAN EDUARDO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,4,21,17,0.8,GRANO SECO
15,BOYACA,15774,SUSACON,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,4,130,260,2,GRANO SECO
15,BOYACA,15455,MIRAFLORES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,3,25,30,1.2,GRANO SECO
15,BOYACA,15816,TOGUI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,3,70,98,1.4,GRANO SECO
15,BOYACA,15798,TENZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,3,79,95,1.2,GRANO SECO
15,BOYACA,15380,LA CAPILLA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,3,139,209,1.5,GRANO SECO
15,BOYACA,15131,CALDAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,1,80,80,1,GRANO SECO
15,BOYACA,15466,MONGUI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,2,1,0.6,GRANO SECO
15,BOYACA,15187,CHIVATA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,2,2,0.8,GRANO SECO
15,BOYACA,15162,CERINZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,2,4,2,GRANO SECO
15,BOYACA,15244,EL COCUY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,5,3,0.5,GRANO SECO
15,BOYACA,15550,PISBA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,5,5,1,GRANO SECO
15,BOYACA,15232,CHIQUIZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,5,9,1.8,GRANO SECO
15,BOYACA,15861,VENTAQUEMADA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,6,9,1.5,GRANO SECO
15,BOYACA,15248,EL ESPINO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,8,8,1,GRANO SECO
15,BOYACA,15476,MOTAVITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,7,11,1.5,GRANO SECO
15,BOYACA,15696,SANTA SOFIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,8,12,1.5,GRANO SECO
15,BOYACA,15092,BETEITIVA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,11,11,1,GRANO SECO
15,BOYACA,15368,JERICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,10,14,1.4,GRANO SECO
15,BOYACA,15723,SATIVASUR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,21,11,0.5,GRANO SECO
15,BOYACA,15837,TUTA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,13,19,1.5,GRANO SECO
15,BOYACA,15215,CORRALES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,16,16,1,GRANO SECO
15,BOYACA,15114,BUSBANZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,20,14,0.7,GRANO SECO
15,BOYACA,15104,BOYACA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,15,20,1.3,GRANO SECO
15,BOYACA,15820,TOPAGA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,19,19,1,GRANO SECO
15,BOYACA,15518,PAJARITO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,15,24,1.6,GRANO SECO
15,BOYACA,15204,COMBITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,22,22,1,GRANO SECO
15,BOYACA,15183,CHITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,25,20,0.8,GRANO SECO
15,BOYACA,15879,VIRACACHA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,25,33,1.3,GRANO SECO
15,BOYACA,15296,GAMEZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,25,38,1.5,GRANO SECO
15,BOYACA,15464,MONGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,35,35,1,GRANO SECO
15,BOYACA,15835,TURMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,35,35,1,GRANO SECO
15,BOYACA,15001,TUNJA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,30,42,1.4,GRANO SECO
15,BOYACA,15293,GACHANTIVA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,30,42,1.4,GRANO SECO
15,BOYACA,15693,SANTA ROSA DE VITERBO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,40,40,1,GRANO SECO
15,BOYACA,15491,NOBSA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,33,59,1.8,GRANO SECO
15,BOYACA,15332,GUICAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,50,50,1,GRANO SECO
15,BOYACA,15790,TASCO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,45,59,1.3,GRANO SECO
15,BOYACA,15317,GUACAMAYAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,47,58,1.2,GRANO SECO
15,BOYACA,15537,PAZ DE RIO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,35,70,2,GRANO SECO
15,BOYACA,15172,CHINAVITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,33,79,2.4,GRANO SECO
15,BOYACA,15757,SOCHA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,55,66,1.2,GRANO SECO
15,BOYACA,15814,TOCA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,50,85,1.7,GRANO SECO
15,BOYACA,15176,CHIQUINQUIRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,80,56,0.7,GRANO SECO
15,BOYACA,15276,FLORESTA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,68,68,1,GRANO SECO
15,BOYACA,15367,JENESANO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,75,71,1,GRANO SECO
15,BOYACA,15759,SOGAMOSO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,60,108,1.8,GRANO SECO
15,BOYACA,15325,GUAYATA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,60,114,1.9,GRANO SECO
15,BOYACA,15022,ALMEIDA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,75,105,1.4,GRANO SECO
15,BOYACA,15600,RAQUIRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,80,104,1.3,GRANO SECO
15,BOYACA,15494,NUEVO COLON,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,60,132,2.2,GRANO SECO
15,BOYACA,15180,CHISCAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,80,120,1.5,GRANO SECO
15,BOYACA,15425,MACANAL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,80,120,1.5,GRANO SECO
15,BOYACA,15761,SOMONDOCO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,95,143,1.5,GRANO SECO
15,BOYACA,15533,PAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,115,127,1.1,GRANO SECO
15,BOYACA,15238,DUITAMA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,80,200,2.5,GRANO SECO
15,BOYACA,15755,SOCOTA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,112,168,1.5,GRANO SECO
15,BOYACA,15599,RAMIRIQUI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,120,162,1.4,GRANO SECO
15,BOYACA,15087,BELEN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,120,180,1.5,GRANO SECO
15,BOYACA,15632,SABOYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,180,126,0.7,GRANO SECO
15,BOYACA,15377,LABRANZAGRANDE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,140,168,1.2,GRANO SECO
15,BOYACA,15763,SOTAQUIRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,130,234,1.8,GRANO SECO
15,BOYACA,15322,GUATEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,156,250,1.6,GRANO SECO
15,BOYACA,15740,SIACHOQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,145,290,2,GRANO SECO
17,CALDAS,17867,VICTORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,150,140,350,2.5,GRANO SECO
17,CALDAS,17272,FILADELFIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,50,40,64,1.6,GRANO SECO
17,CALDAS,17050,ARANZAZU,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,40,45,77,1.7,GRANO SECO
17,CALDAS,17388,LA MERCED,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,36,50,122,2.4,GRANO SECO
17,CALDAS,17662,SAMANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,30,19,55,2.9,GRANO SECO
17,CALDAS,17541,PENSILVANIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,30,28,70,2.5,GRANO SECO
17,CALDAS,17174,CHINCHINA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,25,57,148,2.6,GRANO SECO
17,CALDAS,17614,RIOSUCIO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,18,20,60,3,GRANO SECO
17,CALDAS,17001,MANIZALES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,18,15,17,1.2,GRANO SECO
17,CALDAS,17013,AGUADAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,17,0,0,0,GRANO SECO
17,CALDAS,17777,SUPIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,15,15,45,3,GRANO SECO
17,CALDAS,17495,NORCASIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,10,3,7,2.4,GRANO SECO
17,CALDAS,17665,SAN JOSE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,6,6,4,0.7,GRANO SECO
17,CALDAS,17653,SALAMINA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,6,4,10,2.5,GRANO SECO
17,CALDAS,17444,MARQUETALIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,6,5,12,2.3,GRANO SECO
17,CALDAS,17877,VITERBO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,5,5,13,2.5,GRANO SECO
17,CALDAS,17433,MANZANARES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,4,15,45,3,GRANO SECO
17,CALDAS,17524,PALESTINA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,3,3,8,2.8,GRANO SECO
17,CALDAS,17442,MARMATO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,5,9,1.8,GRANO SECO
17,CALDAS,17873,VILLAMARIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,5,13,2.5,GRANO SECO
17,CALDAS,17088,BELALCAZAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,15,20,1.3,GRANO SECO
17,CALDAS,17042,ANSERMA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,15,33,2.2,GRANO SECO
17,CALDAS,17446,MARULANDA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,32,72,2.3,GRANO SECO
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,1300,800,800,1,GRANO SECO
18,CAQUETA,18205,CURILLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,320,200,240,1.2,GRANO SECO
18,CAQUETA,18029,ALBANIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,200,200,200,1,GRANO SECO
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,200,235,235,1,GRANO SECO
18,CAQUETA,18756,SOLANO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,130,137,137,1,GRANO SECO
18,CAQUETA,18410,MONTAÑITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,100,100,80,0.8,GRANO SECO
18,CAQUETA,18460,MILAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,80,150,150,1,GRANO SECO
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,52,48,72,1.5,GRANO SECO
18,CAQUETA,18247,EL DONCELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,30,35,35,1,GRANO SECO
18,CAQUETA,18479,MORELIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,5,5,5,1,GRANO SECO
18,CAQUETA,18001,FLORENCIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,140,210,1.5,GRANO SECO
18,CAQUETA,18785,SOLITA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,780,780,1,GRANO SECO
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,1000,1000,1,GRANO SECO
85,CASANARE,85430,TRINIDAD,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,250,380,950,2.5,GRANO SECO
85,CASANARE,85162,MONTERREY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,219,142,213,1.5,GRANO SECO
85,CASANARE,85279,RECETOR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,150,40,72,1.8,GRANO SECO
85,CASANARE,85325,SAN LUIS DE PALENQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,130,185,407,2.2,GRANO SECO
85,CASANARE,85125,HATO COROZAL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,100,140,140,1,GRANO SECO
85,CASANARE,85263,PORE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,80,56,101,1.8,GRANO SECO
85,CASANARE,85001,YOPAL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,75,173,311,1.8,GRANO SECO
85,CASANARE,85010,AGUAZUL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,50,60,40,0.7,GRANO SECO
85,CASANARE,85139,MANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,38,40,72,1.8,GRANO SECO
85,CASANARE,85410,TAURAMENA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,20,65,130,2,GRANO SECO
85,CASANARE,85300,SABANALARGA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,18,58,38,0.7,GRANO SECO
85,CASANARE,85250,PAZ DE ARIPORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,10,50,110,2.2,GRANO SECO
85,CASANARE,85015,CHAMEZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,8,42,84,2,GRANO SECO
85,CASANARE,85315,SACAMA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,12,12,1,GRANO SECO
85,CASANARE,85136,LA SALINA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,35,44,1.3,GRANO SECO
85,CASANARE,85230,OROCUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,50,60,1.2,GRANO SECO
85,CASANARE,85440,VILLANUEVA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,40,80,2,GRANO SECO
85,CASANARE,85225,NUNCHIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,60,78,1.3,GRANO SECO
85,CASANARE,85400,TAMARA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,310,465,1.5,GRANO SECO
19,CAUCA,19450,MERCADERES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,537,520,603,1.2,GRANO SECO
19,CAUCA,19100,BOLIVAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,425,378,454,1.2,GRANO SECO
19,CAUCA,19517,PAEZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,350,650,1576,2.4,GRANO SECO
19,CAUCA,19300,GUACHENE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,260,260,520,2,GRANO SECO
19,CAUCA,19397,LA VEGA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,190,0,0,0,GRANO SECO
19,CAUCA,19701,SANTA ROSA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,90,89,134,1.5,GRANO SECO
19,CAUCA,19533,PIAMONTE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,75,70,42,0.6,GRANO SECO
19,CAUCA,19318,GUAPI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,74,72,85,1.2,GRANO SECO
19,CAUCA,19075,BALBOA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,50,20,10,0.5,GRANO SECO
19,CAUCA,19455,MIRANDA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,45,47,71,1.5,GRANO SECO
19,CAUCA,19760,SOTARA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,45,75,60,0.8,GRANO SECO
19,CAUCA,19022,ALMAGUER,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,30,24,23,1,GRANO SECO
19,CAUCA,19142,CALOTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,30,30,36,1.2,GRANO SECO
19,CAUCA,19622,ROSAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,24,11,28,2.5,GRANO SECO
19,CAUCA,19050,ARGELIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,24,39,92,2.4,GRANO SECO
19,CAUCA,19780,SUAREZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,20,228,456,2,GRANO SECO
19,CAUCA,19110,BUENOS AIRES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,17,4,6,1.7,GRANO SECO
19,CAUCA,19290,FLORENCIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,15,5,5,1,GRANO SECO
19,CAUCA,19845,VILLA RICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,13,13,16,1.2,GRANO SECO
19,CAUCA,19355,INZA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,12,17,31,1.8,GRANO SECO
19,CAUCA,19473,MORALES,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,10,15,23,1.5,GRANO SECO
19,CAUCA,19392,LA SIERRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,9,0,0,0,GRANO SECO
19,CAUCA,19532,PATIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,9,4,11,3,GRANO SECO
19,CAUCA,19130,CAJIBIO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,8,7,14,2,GRANO SECO
19,CAUCA,19785,SUCRE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,8,7,14,2,GRANO SECO
19,CAUCA,19418,LOPEZ DE MICAY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,7,5,6,1.2,GRANO SECO
19,CAUCA,19548,PIENDAMO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,2,5,8,1.5,GRANO SECO
19,CAUCA,19137,CALDONO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,4,5,1.2,GRANO SECO
19,CAUCA,19212,CORINTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,92,64,0.7,GRANO SECO
19,CAUCA,19364,JAMBALO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,92,64,0.7,GRANO SECO
19,CAUCA,19824,TOTORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,142,192,1.3,GRANO SECO
19,CAUCA,19743,SILVIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,151,227,1.5,GRANO SECO
19,CAUCA,19693,SAN SEBASTIAN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,0,200,400,2,GRANO SECO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,2200,1000,1000,1,GRANO SECO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,1600,750,525,0.7,GRANO SECO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,1300,200,200,1,GRANO SECO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,1200,90,72,0.8,GRANO SECO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,1050102,ZEA MAYS,2015B,1000,600,600,1,GRANO SECO
